bezirke,bezirke-href,bezirkname,Wahlvorschlag,Kandidat(in),Stimmen,Stimmenanteil in %
90312 - Gohlis-West,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-90312-gohlis-west_gesamt.html,,Ungültige,,1,"0,3"
23000 - Kaditz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-23000-kaditz_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",185,"42,1"
14402 - Leipziger Vorstadt (Unterer Hecht-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-14402-leipzigervorstadtuntererhecht-ost_gesamt.html,,Ungültige,,3,"0,5"
64300 - Großzschachwitz (Rathener Str.-Mitte),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-64300-grozschachwitzrathenerstr-mitte_gesamt.html,01100 - Innere Altstadt,,,,
41200 - Loschwitz (Körnerplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-41200-loschwitzkrnerplatz_gesamt.html,01100 - Innere Altstadt,,,,
94400 - Naußlitz-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-94400-naulitz-sd_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",127,"27,5"
52002 - Striesen-Ost-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-52002-striesen-ost-2_gesamt.html,,Ungültige,,13,"1,6"
61100 - Leuben (Altleuben-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-61100-leubenaltleuben-ost_gesamt.html,,Festerling,"Festerling, Tatjana",47,"11,8"
86300 - Plauen (Regensburger Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-86300-plauenregensburgerstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",160,"29,9"
02400 - Pirnaische Vorst. (Pestalozzi/​Steinstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-02400-pirnaischevorstpestalozzisteinstr_gesamt.html,01100 - Innere Altstadt,,,,
72200 - Prohlis-Süd (Finsterwalder Str.-West),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-72200-prohlis-sdfinsterwalderstr-west_gesamt.html,,Ungültige,,3,"1,1"
06200 - Johannstadt-Nord (Bönischplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-06200-johannstadt-nordbnischplatz_gesamt.html,,Gültige,,451,"98,3"
01000 - Innere Altstadt (BW),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-01000-innerealtstadtbw_gesamt.html,,Festerling,"Festerling, Tatjana",7,"3,4"
62400 - Laubegast (Altlaubegast),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-62400-laubegastaltlaubegast_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",211,"32,8"
14002 - Leipziger Vorstadt-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-14002-leipzigervorstadt-2_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",389,"59,1"
74201 - Lockwitz-Nordwest,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-74201-lockwitz-nordwest_gesamt.html,,Die PARTEI,"Stosch, Lars",7,"1,2"
84200 - Kleinpestitz (Eppendorfer Weg),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-84200-kleinpestitzeppendorferweg_gesamt.html,,Gültige,,339,"98,8"
82400 - Südvorstadt-Ost (Ackermannstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-82400-sdvorstadt-ostackermannstr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",207,"38,3"
93102 - Löbtau-Süd (Bonhoefferplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-93102-lbtau-sdbonhoefferplatz_gesamt.html,,Gültige,,404,"98,1"
84502 - Mockritz (Welschhufer Str.)/​Gostritz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-84502-mockritzwelschhuferstrgostritz_gesamt.html,,CDU,"Ulbig, Markus",62,"15,3"
07500 - Johannstadt-Süd (Permoserstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-07500-johannstadt-sdpermoserstr_gesamt.html,,CDU,"Ulbig, Markus",82,"18,3"
62001 - Laubegast-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-62001-laubegast-1_gesamt.html,,Gültige,,555,"99,1"
61500 - Leuben (Altleuben-West),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-61500-leubenaltleuben-west_gesamt.html,,Ungültige,,6,"1,2"
11700 - Äußere Neustadt (Frühlingstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-11700-uereneustadtfrhlingstr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",529,76
03300 - Seevorstadt-Ost (Lindengasse),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-03300-seevorstadt-ostlindengasse_gesamt.html,,Festerling,"Festerling, Tatjana",25,5
95400 - Gorbitz-Süd (Altgorbitzer Ring-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-95400-gorbitz-sdaltgorbitzerring-ost_gesamt.html,,Gültige,,273,"97,5"
64300 - Großzschachwitz (Rathener Str.-Mitte),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-64300-grozschachwitzrathenerstr-mitte_gesamt.html,,CDU,"Ulbig, Markus",59,"18,9"
11800 - Äuß. Neust. (Schönbrunn-/​Ebersw. Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-11800-uneustschnbrunn-eberswstr_gesamt.html,,CDU,"Ulbig, Markus",34,"5,5"
62502 - Laubegast (Gasteiner Str),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-62502-laubegastgasteinerstr_gesamt.html,,AfD,"Vogel, Stefan",26,"5,6"
03300 - Seevorstadt-Ost (Lindengasse),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-03300-seevorstadt-ostlindengasse_gesamt.html,,Die PARTEI,"Stosch, Lars",5,1
01100 - Innere Altstadt,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-01100-innerealtstadt_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",230,"47,5"
14001 - Leipziger Vorstadt-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-14001-leipzigervorstadt-1_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",376,"67,5"
62302 - Laubegast (Kamelienweg),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-62302-laubegastkamelienweg_gesamt.html,,Festerling,"Festerling, Tatjana",64,15
04200 - Wilsdruffer Vorstadt (Ermischstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-04200-wilsdruffervorstadtermischstr_gesamt.html,,Festerling,"Festerling, Tatjana",25,"6,8"
46010 - Gönnsdorf/​Pappritz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-46010-gnnsdorfpappritz_gesamt.html,,Festerling,"Festerling, Tatjana",41,"9,3"
81100 - Südvorstadt-West (Feldschlößchenstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-81100-sdvorstadt-westfeldschlchenstr_gesamt.html,01100 - Innere Altstadt,,,,
94600 - Niedergorbitz/​Roßthal,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-94600-niedergorbitzrothal_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",174,"30,2"
84000 - Kleinpestitz/​Mockritz/​Kaitz/​Gostritz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-84000-kleinpestitzmockritzkaitzgostritz_gesamt.html,,Gültige,,876,"99,4"
42500 - Bühlau (Neukircher Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-42500-bhlauneukircherstr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",166,30
51500 - Blasewitz (Oehmestr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-51500-blasewitzoehmestr_gesamt.html,,Gültige,,436,"98,9"
12100 - Radeberger Vorstadt (Jägerstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-12100-radebergervorstadtjgerstr_gesamt.html,01100 - Innere Altstadt,,,,
82300 - Südvorstadt-Ost (Lukasplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-82300-sdvorstadt-ostlukasplatz_gesamt.html,01100 - Innere Altstadt,,,,
75202 - Leubnitz (Leubnitzer Höhe),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75202-leubnitzleubnitzerhhe_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",137,29
95100 - Gorb.-Süd (A.-Dietrich-Pl./​Wölfn.Ring-W),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-95100-gorb-sda-dietrich-plwlfnring-w_gesamt.html,,CDU,"Ulbig, Markus",55,"14,6"
81200 - Südvorstadt-West (Bayrische Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-81200-sdvorstadt-westbayrischestr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",235,"35,7"
72500 - Prohlis-Süd (Spreewalder Str.-Süd),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-72500-prohlis-sdspreewalderstr-sd_gesamt.html,01100 - Innere Altstadt,,,,
94502 - Dölzschen-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-94502-dlzschen-sd_gesamt.html,,Ungültige,,2,"0,4"
22700 - Übigau-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-22700-bigau-sd_gesamt.html,,CDU,"Ulbig, Markus",82,"18,7"
35110 - Lausa-Fuchsberg,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-35110-lausa-fuchsberg_gesamt.html,,Die PARTEI,"Stosch, Lars",2,"0,3"
94101 - Naußlitz (Koblenzer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-94101-naulitzkoblenzerstr_gesamt.html,,Ungültige,,6,"2,1"
"51100 - Blasewitz (Händel-, Mendelssohnallee)",http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-51100-blasewitzhndel-mendelssohnallee_gesamt.html,,AfD,"Vogel, Stefan",32,"5,7"
74100 - Luga,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-74100-luga_gesamt.html,,Gültige,,273,"98,6"
07300 - Johannstadt-Süd (Nicolaistr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-07300-johannstadt-sdnicolaistr_gesamt.html,,CDU,"Ulbig, Markus",86,"18,4"
03300 - Seevorstadt-Ost (Lindengasse),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-03300-seevorstadt-ostlindengasse_gesamt.html,,AfD,"Vogel, Stefan",24,"4,8"
85302 - Gittersee-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-85302-gittersee-sd_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",139,"39,3"
06500 - Johannstadt-Nord (Th.-Müntzer-Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-06500-johannstadt-nordth-mntzer-platz_gesamt.html,,Gültige,,666,"99,7"
62600 - Laubegast (Villacher Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-62600-laubegastvillacherstr_gesamt.html,,Die PARTEI,"Stosch, Lars",10,"1,4"
77000 - Reick,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-77000-reick_gesamt.html,01100 - Innere Altstadt,,,,
98001 - Briesnitz-1/​Kemnitz/​Stetzsch,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-98001-briesnitz-1kemnitzstetzsch_gesamt.html,,Die PARTEI,"Stosch, Lars",6,"0,9"
43000 - Hosterw./​Pillnitz/​Ober-/​Niederpoyritz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-43000-hosterwpillnitzober-niederpoyritz_gesamt.html,,Die PARTEI,"Stosch, Lars",4,"0,9"
83700 - Zschertnitz (Zschertnitzer Weg),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-83700-zschertnitzzschertnitzerweg_gesamt.html,,AfD,"Vogel, Stefan",22,"5,7"
56800 - Seidnitz (Hirschbacher Weg),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-56800-seidnitzhirschbacherweg_gesamt.html,,AfD,"Vogel, Stefan",18,"5,3"
06800 - Johannstadt-Nord (Neubert/​Fiedlerstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-06800-johannstadt-nordneubertfiedlerstr_gesamt.html,,Ungültige,,2,"0,4"
22300 - Trachau-Süd (Dreyßigplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-22300-trachau-sddreyigplatz_gesamt.html,,Ungültige,,3,"0,8"
93101 - Löbtau-Süd (Schillingplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-93101-lbtau-sdschillingplatz_gesamt.html,01100 - Innere Altstadt,,,,
74201 - Lockwitz-Nordwest,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-74201-lockwitz-nordwest_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",204,"34,3"
41400 - Wachwitz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-41400-wachwitz_gesamt.html,,CDU,"Ulbig, Markus",41,"11,2"
14200 - Leipziger Vorstadt (Rudolfstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-14200-leipzigervorstadtrudolfstr_gesamt.html,,Festerling,"Festerling, Tatjana",18,"2,6"
23300 - Kaditz (Altkaditz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-23300-kaditzaltkaditz_gesamt.html,,Die PARTEI,"Stosch, Lars",6,"1,3"
93001 - Löbtau-Süd-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-93001-lbtau-sd-1_gesamt.html,,Die PARTEI,"Stosch, Lars",32,"5,5"
46010 - Gönnsdorf/​Pappritz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-46010-gnnsdorfpappritz_gesamt.html,,CDU,"Ulbig, Markus",53,12
51700 - Neugruna (Polenzstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-51700-neugrunapolenzstr_gesamt.html,,Festerling,"Festerling, Tatjana",40,"6,8"
32100 - Wilschdorf,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-32100-wilschdorf_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",133,21
71500 - Prohlis-Nord (Jacob-Winter-Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-71500-prohlis-nordjacob-winter-platz_gesamt.html,,Gültige,,324,"98,5"
04300 - Wilsdruffer Vorstadt (Maternistr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-04300-wilsdruffervorstadtmaternistr_gesamt.html,,Die PARTEI,"Stosch, Lars",15,"3,4"
64000 - Großzschachwitz/​Sporbitz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-64000-grozschachwitzsporbitz_gesamt.html,01100 - Innere Altstadt,,,,
91400 - Cotta (Weidentalstr.-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-91400-cottaweidentalstr-ost_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",93,"30,2"
83200 - Zschertnitz (Böllstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-83200-zschertnitzbllstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",98,"35,8"
07900 - Johannstadt-Süd (Lortzingstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-07900-johannstadt-sdlortzingstr_gesamt.html,01100 - Innere Altstadt,,,,
86600 - Plauen (Kantstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-86600-plauenkantstr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",158,"36,7"
52600 - Striesen-Ost (Voglerstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-52600-striesen-ostvoglerstr_gesamt.html,,CDU,"Ulbig, Markus",67,"12,8"
01000 - Innere Altstadt (BW),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-01000-innerealtstadtbw_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",65,"31,7"
72200 - Prohlis-Süd (Finsterwalder Str.-West),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-72200-prohlis-sdfinsterwalderstr-west_gesamt.html,01100 - Innere Altstadt,,,,
05200 - Friedrichstadt (Schäferstr.-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-05200-friedrichstadtschferstr-ost_gesamt.html,,AfD,"Vogel, Stefan",19,"3,1"
31400 - Klotzsche (Geschwister-Scholl-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-31400-klotzschegeschwister-scholl-str_gesamt.html,,Gültige,,497,"99,6"
12202 - Radeberger Vorst. (Arndtstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-12202-radebergervorstarndtstr_gesamt.html,,Gültige,,484,"99,2"
62400 - Laubegast (Altlaubegast),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-62400-laubegastaltlaubegast_gesamt.html,01100 - Innere Altstadt,,,,
75903 - Mockritz-Ost (Gostritzer Str.-Süd),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75903-mockritz-ostgostritzerstr-sd_gesamt.html,,AfD,"Vogel, Stefan",14,"3,7"
99810 - Altfranken,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-99810-altfranken_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",142,"29,5"
76300 - Strehlen (Lenbachstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-76300-strehlenlenbachstr_gesamt.html,,AfD,"Vogel, Stefan",5,1
74301 - Nickern (Altnickern)/​Kauscha,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-74301-nickernaltnickernkauscha_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",110,"16,9"
31300 - Klotzsche (Grüner Weg),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-31300-klotzschegrnerweg_gesamt.html,,CDU,"Ulbig, Markus",74,"16,6"
51001 - Blasewitz-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-51001-blasewitz-1_gesamt.html,,AfD,"Vogel, Stefan",19,"2,9"
64200 - Großzschachwitz (Rathener Str.-Nord),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-64200-grozschachwitzrathenerstr-nord_gesamt.html,,Die PARTEI,"Stosch, Lars",9,"3,2"
57800 - Gruna (Wiesenstr.)/​Strehlen (Basteistr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-57800-grunawiesenstrstrehlenbasteistr_gesamt.html,,Die PARTEI,"Stosch, Lars",8,"1,7"
75300 - Leubnitz (Karl-Laux-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75300-leubnitzkarl-laux-str_gesamt.html,,Ungültige,,0,0
11200 - Äußere Neustadt (Timäusstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-11200-uereneustadttimusstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",72,"12,6"
63102 - Kleinzschachwitz-Mitte,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-63102-kleinzschachwitz-mitte_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",114,"27,3"
12202 - Radeberger Vorst. (Arndtstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-12202-radebergervorstarndtstr_gesamt.html,,AfD,"Vogel, Stefan",13,"2,7"
57800 - Gruna (Wiesenstr.)/​Strehlen (Basteistr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-57800-grunawiesenstrstrehlenbasteistr_gesamt.html,01100 - Innere Altstadt,,,,
98002 - Briesnitz-2/​Leutewitz/​Omsewitz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-98002-briesnitz-2leutewitzomsewitz_gesamt.html,01100 - Innere Altstadt,,,,
14200 - Leipziger Vorstadt (Rudolfstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-14200-leipzigervorstadtrudolfstr_gesamt.html,01100 - Innere Altstadt,,,,
11400 - Äußere Neustadt (Böhmische Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-11400-uereneustadtbhmischestr_gesamt.html,,Gültige,,635,"99,1"
76700 - Strehlen (Wilhelm-Lachnit-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-76700-strehlenwilhelm-lachnit-str_gesamt.html,,Die PARTEI,"Stosch, Lars",9,"4,2"
55102 - Tolkewitz (Theodorstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-55102-tolkewitztheodorstr_gesamt.html,,Die PARTEI,"Stosch, Lars",14,"2,8"
22200 - Trachau-Süd (Wöhlerstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-22200-trachau-sdwhlerstr_gesamt.html,,AfD,"Vogel, Stefan",19,"5,1"
25400 - Pieschen-Nord (Trachenberger Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-25400-pieschen-nordtrachenbergerstr_gesamt.html,,CDU,"Ulbig, Markus",101,"17,1"
04100 - Wilsdruffer Vorstadt (Ostra-Allee),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-04100-wilsdruffervorstadtostra-allee_gesamt.html,,Ungültige,,7,"2,1"
23300 - Kaditz (Altkaditz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-23300-kaditzaltkaditz_gesamt.html,01100 - Innere Altstadt,,,,
73200 - Niedersedlitz (Dorfstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-73200-niedersedlitzdorfstr_gesamt.html,,AfD,"Vogel, Stefan",26,"5,2"
25500 - Pieschen-Nord (Rückertstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-25500-pieschen-nordrckertstr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",195,"37,3"
83100 - Räcknitz (Alträcknitz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-83100-rcknitzaltrcknitz_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",138,"33,5"
42500 - Bühlau (Neukircher Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-42500-bhlauneukircherstr_gesamt.html,,Festerling,"Festerling, Tatjana",38,"6,9"
03300 - Seevorstadt-Ost (Lindengasse),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-03300-seevorstadt-ostlindengasse_gesamt.html,,Gültige,,501,"98,6"
74201 - Lockwitz-Nordwest,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-74201-lockwitz-nordwest_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",131,22
04400 - Seevorstadt-West (Am See),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-04400-seevorstadt-westamsee_gesamt.html,,Gültige,,309,99
91000 - Cotta,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-91000-cotta_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",353,"36,7"
06200 - Johannstadt-Nord (Bönischplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-06200-johannstadt-nordbnischplatz_gesamt.html,,AfD,"Vogel, Stefan",9,2
43100 - Niederpoyritz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-43100-niederpoyritz_gesamt.html,,AfD,"Vogel, Stefan",11,"4,6"
14401 - Leipziger Vorstadt (Unterer Hecht-West),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-14401-leipzigervorstadtuntererhecht-west_gesamt.html,,Gültige,,518,"98,9"
57600 - Gruna (Papstdorfer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-57600-grunapapstdorferstr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",143,"29,3"
52100 - Striesen-Ost (Sickingenstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-52100-striesen-ostsickingenstr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",231,"46,1"
25001 - Pieschen-Nord-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-25001-pieschen-nord-1_gesamt.html,,Die PARTEI,"Stosch, Lars",18,"3,6"
